,alligator@aalto.fi,ant@aalto.fi,armadillo@aalto.fi,bear@aalto.fi,bee@aalto.fi,butterfly@aalto.fi,cat@aalto.fi,caterpillar@aalto.fi,deer@aalto.fi,dog@aalto.fi,dove@aalto.fi,duck@aalto.fi,eagle@aalto.fi,elephant@aalto.fi,fox@aalto.fi,goose@aalto.fi,hamster@aalto.fi,hare@aalto.fi,horse@aalto.fi,ladybug@aalto.fi,mantis@aalto.fi,mouse@aalto.fi,owl@aalto.fi,panda@aalto.fi,peacock@aalto.fi,pig@aalto.fi,rabbit@aalto.fi,scorpion@aalto.fi,seagull@aalto.fi,seal@aalto.fi,sealion@aalto.fi,spider@aalto.fi,squirrel@aalto.fi,turtle@aalto.fi,vulture@aalto.fi
221,-3502.196766233925,-4154.135256286076,-3647.238691258599,-4579.735257707209,-4924.685347626875,-3418.6109051095045,-4785.583809158971,-4116.641750662092,-3309.875917655748,-4408.518369333759,-4118.051326432344,-5620.353927754379,-5904.665688134818,-4630.281363453055,-3378.9844748596392,-4080.0654481698216,-5013.214716014052,-7043.0721642242315,-2912.9200477607637,-3662.5612184478414,-4404.899213715758,-3132.97003369536,-5817.788793676778,-2756.1967690380247,-3945.462072632785,-4348.801888869615,-6286.239226872275,-4379.556085471928,-7419.098666133055,-3339.5744294825136,-3305.152964045077,-4477.492584317026,-7226.453153887953,-4285.604154870858,-3837.773311837443
222,-2456.507166389387,-2898.990396283006,-3122.9210554764027,-3283.8241670208527,-4383.757972715609,-2547.8983715294175,-4286.050446786577,-2824.718450117387,-2462.9182469611414,-3112.522366845623,-2846.4119930716997,-4833.053633345592,-5323.365020670385,-3297.3728496181325,-3044.1846639874475,-2878.010324699018,-3521.4366216981234,-6454.845834161919,-2176.6416063072465,-2586.7862579936154,-3149.160948939321,-2229.4158556596662,-5191.577786453974,-2141.4823392218327,-3405.2174755237793,-3107.6223583210976,-5716.989765372213,-3817.4609488508186,-6785.897464769142,-2346.2592117860613,-2517.655021298682,-3218.9625863498236,-6618.61862965577,-3688.3641537145004,-2784.2483784045303
223,-1764.8207214589627,-2024.6541861206379,-2785.565797808208,-2359.112751687987,-4029.4595845705126,-1963.9877317147611,-3971.8236344275033,-1930.4360544164113,-1918.525583552872,-2199.2438742323984,-1962.257791743365,-4245.8394971807475,-4925.265598799789,-2345.2155851209136,-2884.734888800519,-2044.2299326295333,-2478.2173562091166,-6065.460348036495,-1720.8834077057247,-1863.9547027084345,-2256.217317599449,-1623.0365003763795,-4680.543354390153,-1744.5093669069254,-2965.728860920812,-2247.48011527417,-5347.810022292762,-3406.194452377833,-6359.178491895129,-1688.4184778895874,-2001.039059126826,-2313.459053608415,-6223.865485193238,-3215.944589506791,-2065.0280246541997
224,-1311.3810473799335,-1419.3079096991783,-2579.6276311398924,-1705.049915553284,-3769.087791986789,-1581.4905907568595,-3785.9202032243884,-1315.407890051758,-1574.2252980966737,-1559.0267724180612,-1350.61574823208,-3786.6222791638043,-4625.107364417868,-1669.561842199951,-2836.4679291880902,-1468.185374233331,-1753.2036185943302,-5811.566931272084,-1452.6638797796152,-1383.8900277174603,-1624.6449516419716,-1218.616991749668,-4298.828475004419,-1492.985427256694,-2632.3369743978,-1656.2827692188057,-5097.653405420981,-3129.5582068993904,-6071.70369873878,-1256.8192884853538,-1665.954428513492,-1665.5001580570352,-5968.268320970985,-2882.522777314297,-1578.717183400532
225,-1020.4669965851849,-1003.0463239914761,-2467.4186648297064,-1243.8602009558733,-3588.4550956082844,-1341.0720633816993,-3689.775669956355,-895.285395235479,-1367.6097813634074,-1113.0826035352147,-930.4835742828291,-3401.355574937142,-4413.366325691751,-1191.6731222340773,-2867.0231991908086,-1072.5415696522068,-1252.3230363807363,-5649.856472927513,-1314.2197782119335,-1071.7657865317,-1180.7644074909435,-954.597954626644,-4022.727462827299,-1343.1770075483714,-2391.260877069526,-1254.1827817160727,-4891.81924334444,-2946.7152867880172,-5877.410050271501,-980.3794484388922,-1456.3182149835443,-1204.746910753843,-5802.925563217204,-2646.1180484466468,-1254.716690370975
226,-841.4744900987976,-719.1066895359252,-2427.036919229644,-919.7938693261998,-3467.421510200804,-1202.7589794056037,-3658.896837697769,-610.3704218101298,-1258.4572109811743,-804.9722312742879,-644.5487985585997,-3060.7878648697456,-4270.956652548369,-854.8526295997967,-2959.535160778502,-802.9188019968799,-909.3828110533285,-5550.962708482689,-1269.1001495430294,-876.4425757444649,-871.3447314144721,-789.5263494371484,-3810.0474557776843,-1267.7138517834692,-2217.558114189083,-984.6443513531115,-4743.011532632456,-2829.880738512634,-5742.264061794449,-812.0200858703487,-1336.732725149972,-879.7882625630746,-5695.901758504806,-2478.993826490576,-1045.2258845058527
227,-740.4299334670352,-527.4247957336768,-2445.8086802714,-693.0320453634954,-3385.35617481727,-1139.716811515451,-3678.161335925525,-418.7091075619843,-1220.244316303978,-594.3786895335609,-452.2889442252671,-2762.000918612999,-4180.001213917059,-618.3805562325401,-3104.856879191292,-621.1722675682951,-677.4216319624713,-5495.248888381735,-1293.9375416489986,-763.0169966328838,-658.1651210074245,-695.2256484324653,-3648.0435635319077,-1248.276181096973,-2095.118176004671,-807.8594096151166,-4640.351123422492,-2761.8505611642186,-5646.969144580411,-720.2300697181606,-1284.0970407768227,-653.1259366724742,-5626.249729728919,-2363.795562950534,-917.8330954899883
228,-694.6138936218954,-399.93360866114824,-2517.083019529145,-535.2125737926083,-3321.0642057933087,-1133.9130043670602,-3738.1357248112963,-291.0306225944844,-1235.46043554803,-452.6039417008989,-325.1694333498525,-2505.339334049724,-4127.5462388028855,-453.07672115055544,-3298.744228691001,-500.6988448750273,-523.0019399418034,-5469.838830750148,-1373.7205658798716,-707.8163008642837,-513.8946617572971,-652.4415914321539,-3530.0486002335165,-1271.540863475589,-2013.9767771921065,-695.9508186007682,-4570.826025867092,-2732.456210796254,-5578.395149356531,-683.855259712214,-1283.0894284552496,-497.4656317075472,-5579.781009822315,-2289.871264222378,-850.4790165417503
229,-689.0322165434111,-317.14072321004653,-2637.3863389936214,-426.1916431530217,-3275.278052344494,-1173.4081411217844,-3833.384325827367,-207.06089727558867,-1292.8033123898413,-359.3193140815979,-243.2269238100804,-2282.83147390652,-4105.206448382497,-338.07198386592904,-3540.3790313213035,-423.0947263972165,-422.6811205308594,-5466.146829475768,-1499.2007136515012,-694.9959206645412,-419.064203594491,-645.6549195186146,-3448.1501213755255,-1330.4874639058016,-1968.3374331139441,-629.5579610301147,-4528.10517938972,-2736.2370191888413,-5527.000268763701,-688.8196199901502,-1323.7316232468033,-393.02166172674237,-5548.78075363386,-2251.1154204974064,-828.1909119378939
230,-714.0954846530256,-265.6500101744461,-2805.7768460479865,-351.715025295082,-3249.5525643833353,-1250.7539679125412,-3961.555059661613,-152.8615311048968,-1385.515122930312,-300.2252976365631,-192.61647972625315,-2089.592964912101,-4107.84349938209,-258.47020206736767,-3831.702025904694,-375.7686743302577,-360.2317855795929,-5477.535340644108,-1665.5052476788082,-714.2441496471403,-359.90392778472915,-666.0358501134288,-3397.2269066835966,-1421.234072590326,-1955.5448981025002,-595.4306303331307,-4508.663110121502,-2770.8099129520597,-5480.836450781122,-726.0576225286816,-1400.011128654849,-325.55652320082686,-5525.66657939117,-2244.521476289611,-841.017973588924
231,-764.1070623693897,-236.38895885338505,-3024.6998997801275,-301.75413776221393,-3242.5067481896117,-1362.076600346449,-4122.996248878072,-118.92879612797185,-1510.3971253737307,-265.3757405351031,-163.85384137206555,-1923.1730321047505,-4132.7634832518515,-203.66212051065378,-4171.339297361948,-350.2520735837127,-324.61070957737036,-5503.0008042895115,-1871.4763629493868,-759.2788116978866,-326.82109867187455,-710.8291500171379,-3374.6230319434076,-1541.8770466635578,-1975.6384539933968,-584.7334510038687,-4510.639441605259,-2836.072576543918,-5442.344316695651,-790.2414890441775,-1509.1318692578934,-284.95100113312617,-5510.711379977447,-2269.247634540474,-882.7544193418306
232,-835.4019971395602,-223.37032782431237,-3293.160170737394,-269.3289184934158,-3254.2926215303532,-1506.7072893762593,-4320.868829716497,-98.8531319112482,-1664.4880119563559,-247.9943114570112,-150.57156063479164,-1783.142929670692,-4179.332967788111,-166.1140328068294,-4550.827269103638,-341.03208783197726,-308.53069836840893,-5542.926216359196,-2119.6156790563014,-826.9493180533535,-313.3384502996738,-777.4709869261562,-3379.6960694526833,-1693.0402471214993,-2031.2360717953113,-591.8764360557166,-4534.00449206877,-2934.101592271198,-5413.451318244183,-879.0900803671361,-1651.2614169801186,-264.1707610551938,-5505.08296994233,-2326.365185415257,-950.2175079487683
233,-925.3965537942115,-222.8700821483743,-3618.5672289805025,-249.6932166594146,-3287.1524360825715,-1687.4028156986917,-4560.824356928233,-88.39243000274627,-1845.8056229861945,-243.66855252986167,-148.66725391821942,-1671.0735626369897,-4248.955839122049,-140.5012227414086,-4978.003429008457,-344.7955910963615,-307.50550665910373,-5598.763957765979,-2416.620367919464,-916.8733142891753,-315.3912119585784,-865.8707641617502,-3413.882402243004,-1876.7867417121543,-2127.930718291437,-613.7749246971172,-4580.602940797346,-3068.8099974503493,-5394.234924250462,-993.2053748491729,-1829.83750134392,-258.55211664957926,-5509.6141091256595,-2419.2840375511105,-1043.0160533312537
234,-1035.8190053559642,-232.96026006705367,-4005.7064464374153,-239.80648611186723,-3345.8402028478213,-1911.4434237179128,-4846.504948850178,-84.85788426942102,-2062.169198783101,-249.86281151338156,-155.77494202469873,-1590.9456290014023,-4345.498871528459,-123.09259533269355,-5457.682207415231,-360.0350472985071,-319.3077565221199,-5674.235609634428,-2768.586364143858,-1031.6954266302769,-330.95722472818693,-978.7614704455069,-3481.3310381247325,-2099.310956065505,-2275.6856802525645,-649.5243786088789,-4654.649367826454,-3244.7490303939285,-5386.069389859587,-1136.576773573791,-2052.752716595757,-265.3803909632383,-5526.6668884779165,-2554.958834350489,-1163.9317460396217
235,-1174.849750288781,-253.42807016912894,-4466.264154095795,-238.07550991879987,-3438.8647150548686,-2193.4886228092023,-5188.24011594689,-86.75974559324357,-2322.46809010611,-265.774727381541,-171.06330971112646,-1550.4865190566004,-4476.717724332368,-111.32238037924655,-6003.555724255192,-387.0759731384062,-343.89800544035893,-5776.783356806893,-3176.3093859846213,-1178.0787866532319,-360.1090379548405,-1123.0486323932814,-3589.799083640342,-2369.097892838664,-2492.215022250767,-700.625785723535,-4764.2368389204,-3479.0236611009623,-5392.393534703471,-1318.1806171504213,-2335.367350804283,-283.818537299972,-5561.0918524099,-2746.5785680490385,-1320.40515516483
236,-1351.9856245610965,-286.3580115520183,-5036.929464577306,-244.48063062930322,-3582.4367003144866,-2560.5942055213536,-5620.243479856337,-93.74657940571939,-2642.428716046342,-292.7719307907157,-195.5417541465976,-1564.1488249240301,-4658.3149571821505,-103.51474737318745,-6644.06807338404,-428.88378868199777,-384.19862327879366,-5921.4124699092445,-3652.523485200169,-1363.9465903381574,-405.89596859086896,-1313.6196125362121,-3753.4967206089677,-2711.4343608893023,-2811.3390255427084,-772.3407593625916,-4925.382969226491,-3800.281313932197,-5420.616682864673,-1554.0115960603325,-2708.3640505863013,-315.4839837884403,-5622.728043096196,-3020.1825244196725,-1528.2830306772184
237,-1587.647602533917,-338.659679891133,-5787.528080192538,-261.70175514240435,-3813.440356209087,-3059.7786157962064,-6201.969094822843,-107.16839741714621,-3065.6866869809346,-336.5054382245995,-233.76143200543567,-1663.0749524677199,-4926.804330607472,-98.78778330431948,-7434.763340998011,-494.24280192852007,-449.3884601846162,-6142.720919980776,-4242.660737481956,-1609.3847005592172,-477.80294534044737,-1582.1329295271246,-4015.2286049627332,-3183.3739843995336,-3298.5522376124327,-878.629520168842,-5174.593456328131,-4280.775338059513,-5488.212690239483,-1886.6445421428089,-3242.403172070827,-366.98491538692474,-5734.296160087518,-3428.7085862882745,-1817.7094300026026
238,-1953.279593834132,-434.83935361789725,-6948.95370902141,-301.2989713311903,-4247.9411560535755,-3789.4957161322764,-7087.784983160355,-133.58089028976104,-3726.253151660603,-417.3257609330999,-301.8136654589806,-1958.6911742698617,-5394.867854631413,-97.50229456781776,-8593.78717557594,-613.4972065961103,-571.4776780633374,-6549.312754086856,-5089.34858078401,-1978.4920723571395,-603.986176739259,-2015.5930868633511,-4482.818761923037,-3903.4411940254085,-4138.345913237994,-1063.1967249371853,-5623.566070119059,-5118.437482355083,-5651.757133765368,-2418.20443496574,-4151.134835262234,-462.83630818199197,-5966.101444092389,-4122.999379371309,-2268.655031585751
239,-3383.273557524185,-968.6869780165188,-13115.650434964473,-546.7560250871907,-8190.594235659622,-6640.350345070981,-11177.492059377008,-324.8374385897769,-6355.588026890354,-864.4979978479289,-625.7459393481183,-5337.263693353193,-9161.059348209787,-136.16854871282084,-13696.333329490124,-1129.5206599150215,-1185.6505092506268,-10191.355538758995,-7964.626451537055,-3261.9857016439305,-1392.7169765130452,-3919.6850856887286,-8022.182397192291,-6473.63657002566,-9588.402645230835,-2028.301067150118,-9394.74731613794,-10384.52697324669,-7599.116040162238,-4417.750907709585,-8814.201619865747,-1130.895958999808,-8477.703195180968,-8871.554641653285,-4140.667613634123
240,-9498.793128633115,-11398.761848438782,-7035.522121960728,-11761.322954014824,-8592.337439257199,-8365.93127744832,-7909.8425530057975,-11395.352068905011,-8198.717306930459,-11543.357053504385,-11353.785856023544,-10426.218015831966,-9827.218662527997,-12000.216332125525,-5915.802175431963,-11078.352837130957,-12768.47819420497,-10918.997350716463,-7193.259908810094,-9873.335172028945,-11355.846703528732,-7919.176676424243,-9988.27702162174,-5243.89514922922,-7400.147711136961,-9941.210774503536,-10078.166964826192,-7818.249446358852,-11858.923756550139,-8855.368207357853,-7684.839439637544,-11416.409041913557,-11415.550531198276,-7974.448371944165,-9763.779691154406
241,-6523.6943745113385,-7968.759993241268,-5570.152726757107,-8631.82645639742,-6914.711693156662,-6067.485818618383,-6522.620615833483,-7910.415995515425,-5799.1139022309635,-8387.869752749499,-7908.852171177424,-8654.361135824673,-8115.161904514738,-8776.893684501245,-4716.606571486778,-7783.680495767809,-9509.797430359104,-9202.787091336955,-5095.365823648302,-6817.896326581154,-8300.832590920534,-5771.536583972111,-8180.264927493621,-4220.207183835624,-5937.149186970513,-8035.685217949565,-8366.103998576624,-6333.828214529476,-10044.32574698193,-6249.696477674206,-5583.93784511229,-8450.258947606846,-9608.717627334432,-6408.018726849325,-7033.34032202441
242,-4497.821694472245,-5553.52779037945,-4629.4441950696855,-6241.70929743311,-5851.889548329358,-4421.018226842421,-5724.864281429735,-5424.937918763519,-4191.765949761377,-5950.934820607836,-5461.51107246171,-7413.066834300322,-6969.658870032909,-6285.750068518326,-4071.3444109234288,-5473.4660448373825,-6698.714610969674,-8044.602240283963,-3676.9643412619653,-4733.634006654284,-5976.370306798055,-4038.4899481774464,-6999.810645904453,-3363.2034390430663,-4992.53154213862,-5714.101919113312,-7243.319945493429,-5412.220820020164,-8813.463488152387,-4324.313388448297,-4146.266747852361,-6153.811201286556,-8423.09451098165,-5427.437673649566,-5021.2847652805285
243,-3147.451235784074,-3870.0737134077986,-3992.492807835113,-4488.967927228675,-5169.16862032377,-3272.340689827944,-5219.45479578876,-3704.069815981425,-3098.7010186199623,-4196.269639520817,-3759.0866772477793,-6476.657114803612,-6206.432681325688,-4483.101120501298,-3636.256998304986,-3869.7398507192875,-4700.3860552277465,-7266.44385994474,-2722.7399192868406,-3320.595316398745,-4263.295330649106,-2854.550738408134,-6228.7178732509365,-2625.004473692885,-4350.897745241737,-4057.9208537359154,-6506.68439644363,-4827.963490421369,-7978.819024002583,-3037.2648369694807,-3119.26194233245,-4434.8271104472005,-7645.651026188157,-4799.492308531406,-3625.672287100265
244,-2247.363372308475,-2702.5756774493266,-3489.2877466560167,-3244.718649022379,-4726.541237501009,-2492.050336924216,-4866.148319021371,-2520.108958579704,-2375.8198965953343,-2961.2467993736573,-2579.926061690012,-5771.005629388952,-5701.473650510608,-3192.8438660366483,-3383.537946675946,-2757.9817205173745,-3304.8526039660114,-6745.685384820879,-2112.4060254925166,-2366.9173279615725,-3042.9275046376165,-2051.5486691826504,-5722.048768261732,-2099.187248271299,-3914.898091400863,-2913.210568235516,-6024.088452700002,-4426.3932984418025,-7410.815937233914,-2177.123107364134,-2432.743398413634,-3189.137034137998,-7134.049608250298,-4380.2496384374745,-2670.132461706216
245,-1651.6378377711662,-1896.8424600815042,-3141.872778734624,-2358.932352752172,-4438.41628776793,-1964.9373170200438,-4634.392090889883,-1710.7128919057986,-1907.0008219362626,-2098.668110222297,-1767.842951077169,-5222.550564901805,-5371.371827241595,-2273.787971077262,-3253.0658072036886,-1989.1578076931442,-2338.3418976615003,-6398.763158848907,-1736.0021545796703,-1729.459978605399,-2181.834584929902,-1512.4483436096516,-5365.199560756089,-1754.0053472656207,-3576.715562338133,-2129.6794600121393,-5709.731487305586,-4143.318069262912,-7020.908084999042,-1606.4936616432205,-1976.4397124586255,-2299.9640408784253,-6794.126790771509,-4045.988535122822,-2018.074881404174
246,-1264.1510741733807,-1343.6260790465035,-2917.404054671946,-1735.6372021784307,-4244.578090539592,-1622.3044974254726,-4486.602896658738,-1160.9928192561752,-1614.4393170309324,-1499.7959714396716,-1212.5460075365554,-4790.776531535892,-5150.517953509457,-1625.6267102297306,-3221.061969490956,-1460.3053631549087,-1674.117315672086,-6169.1279327127795,-1523.5036729802619,-1310.670085578512,-1577.38910021751,-1156.7973481369831,-5030.972718081278,-1536.8038318431343,-3221.698550192213,-1597.2409868705372,-5506.703183834482,-3885.212022114981,-6749.296503493364,-1234.9430636831676,-1679.8696658921665,-1669.744511771027,-6564.360954539979,-3693.5176816979565,-1572.8056004056837
247,-1020.1450433359242,-966.032580125094,-2788.883588867429,-1298.620366301292,-4071.458790254439,-1412.7442279779684,-4415.411615988763,-790.2050598631772,-1446.8238298163974,-1087.0802892262145,-836.2237755991408,-4434.065685338901,-4956.566592863494,-1170.4118730887187,-3267.541552279951,-1098.6545080624085,-1221.2595826642055,-6018.833771744433,-1429.7540993450546,-1043.8360474062342,-1155.8555180006447,-929.9632369612293,-4762.0468670553355,-1416.3333383144413,-2923.154238979966,-1239.507124580869,-5373.515471044641,-3689.285803569095,-6556.067100423049,-1002.2610343707432,-1497.9799581059206,-1226.316469015887,-6405.103082974718,-3419.28469994041,-1278.0679999496774
248,-876.0269711528174,-710.2527157507687,-2739.8503017151925,-993.3200611717306,-3944.796279132232,-1301.566941816176,-4395.350027842278,-542.0184257402896,-1370.1151263590389,-805.3690082689997,-584.1239332207132,-4113.90580634107,-4825.21405346939,-852.0216283551484,-3381.1843271262596,-853.1662880834563,-915.3651227359687,-5922.753505499192,-1425.3598601457588,-883.4225216752777,-864.574098883219,-794.8650135990115,-4554.301061453234,-1369.8042737062206,-2684.9900438524646,-1003.6564890090513,-5289.418128177151,-3558.0311512768917,-6414.894665600721,-868.0149757440613,-1401.4149694534403,-917.3054613685603,-6291.174744579492,-3216.3740887030635,-1091.8362186602128
249,-802.6637648325956,-538.8591629572211,-2761.1998804589884,-779.9045257518127,-3854.553928429774,-1265.3592121889342,-4427.098604529271,-377.4194617799269,-1361.842753972515,-615.5696687967591,-417.89525359382037,-3797.9819307728726,-4729.9203980516895,-630.2993687226702,-3556.727300380261,-688.3979162554919,-711.329569386081,-5864.579090628481,-1491.236890796952,-798.526511412841,-666.0850869285271,-724.365066221351,-4401.639878451652,-1378.9456683955223,-2504.378631989396,-852.5738810475925,-5177.028558266968,-3476.9719317397703,-6308.349805612544,-804.985265723604,-1370.8418151335231,-704.8143581029992,-6206.899927465995,-3067.9430426853173,-985.0908274847379
250,-780.8466303667076,-426.0118485862221,-2849.2128682020602,-630.1278980373066,-3795.953335913149,-1288.4852704747104,-4504.963263239813,-269.57384465292876,-1407.5190052203084,-490.10271740267194,-310.8488311823129,-3402.9788417906957,-4671.874154049496,-476.578796350631,-3793.276585836652,-579.9439664965587,-577.8655741805866,-5834.086795319916,-1615.5547232329072,-768.4506892261205,-533.830772960355,-700.1022302800645,-4299.891130665275,-1431.945719295798,-2374.3684703884464,-760.5767948370897,-5083.651983457465,-3431.9514395533142,-6220.430806322809,-795.0081484487428,-1393.6637113629454,-561.5162137504167,-6142.822274528178,-2963.5929552114644,-938.0283892267103
251,-798.3153278091165,-354.0431662903982,-3002.8928042391517,-526.2654586413183,-3765.1757006023104,-1361.1371567026708,-4626.036573284322,-200.14837285122817,-1498.514455099055,-409.65100975492487,-244.57399172038353,-3031.046911033196,-4648.388985970152,-370.44123252459156,-4089.3759356154656,-511.18611442810356,-493.2446992798799,-5825.320974224782,-1792.1555927396312,-779.7448233100056,-449.1064078723717,-714.0785173974245,-4241.860514900959,-1525.7675652930593,-2290.9862799482034,-710.1982372294362,-5023.2055117921,-3425.6799362392353,-6149.289328485547,-826.3867877892228,-1462.3391261816355,-467.83837286900877,-6093.581813168346,-2904.1760341209756,-937.4143410036428
252,-847.2027305947596,-311.0514928560676,-3218.8906814879165,-454.9849593006238,-3759.717290365715,-1478.3141764459401,-4791.049150485228,-156.71428752598038,-1628.8496059213187,-360.85130627861264,-206.53294434175922,-2699.815169479947,-4655.902982909984,-297.3809625967525,-4433.8564270173665,-471.0117244859964,-440.278136140334,-5835.472550176431,-2019.9292868586986,-824.3056086281356,-398.9516950373986,-759.607939371565,-4206.361975487259,-1658.3306702005686,-2253.7970535993995,-689.9040769974639,-4993.602705574249,-3461.1342526365543,-6092.445227265484,-892.3568381310292,-1573.6026045573406,-409.94004254622496,-6056.59893086888,-2889.26747436637,-975.0099411265361
253,-921.5192955375114,-289.25279783834407,-3502.1235199438474,-406.8697775343355,-3769.236664648004,-1639.594620682016,-5004.239789595555,-130.942268631329,-1792.8802710817981,-334.68391438586605,-188.3802869045324,-2409.2338589507262,-4693.656497757949,-247.13162436994293,-4833.46955376216,-452.26581032428976,-411.1173717345606,-5864.34291369274,-2303.0278161722536,-898.3225400914589,-374.716501090046,-833.6766475298874,-4167.153860620707,-1828.7445929372625,-2266.13309010574,-692.5501992702357,-4993.897618919707,-3541.0672462780217,-6047.024978431522,-990.3658206246872,-1728.4019553761505,-378.27550033633474,-6030.064307606462,-2920.300752304369,-1046.7796046371946
254,-1021.0064082483036,-283.9351475933431,-3856.4973630105783,-375.5839794820921,-3774.1851571387087,-1849.933051409732,-5269.030894068105,-117.37877645709692,-1996.3322634004635,-325.41025375103254,-184.8451838015455,-2161.9493325338644,-4764.0551486790755,-212.47344527521932,-5291.685677039091,-450.8020604210048,-401.533951402622,-5913.1998827536,-2647.327188505899,-1002.0627160849031,-371.1627717805688,-936.9360016020903,-4166.178364889463,-2037.115141391855,-2336.1245819103883,-714.4799410646449,-5024.560886987523,-3668.214035389284,-6005.3238609360515,-1122.1979610791127,-1932.8101764073872,-366.6405059056077,-6010.327108908778,-3002.363380730574,-1152.8767736623322
255,-1151.7115425173408,-292.9772319153942,-4287.784648664377,-357.2238894349766,-3813.978520799476,-2122.3176014053647,-5592.867349018079,-112.67108551084743,-2247.709231613801,-330.01788491789,-193.11340627325117,-1964.9514901475366,-4873.919444626535,-188.39332739198886,-5821.13619565915,-465.12865321415734,-409.24870845073804,-5984.23234675974,-3053.0626315664167,-1140.7242375671315,-386.13053033635185,-1074.8144035046048,-4213.699077914197,-2296.424075949497,-2479.916313255542,-755.3388426821735,-5096.860773171022,-3857.4015082662577,-5956.951871873966,-1295.346273734691,-2200.8299354272694,-371.71121247262886,-5996.568438999731,-3146.974898535185,-1298.8453544777876
256,-1324.202108962878,-317.1552091195025,-4836.986242733674,-350.1620244063486,-3907.2285589297812,-2483.565607924406,-6009.438023315921,-115.21785218394248,-2562.4388449371563,-348.3637203223606,-212.84249971218333,-1832.4026874910264,-5038.172835804011,-171.51691166850648,-6453.192738421255,-496.9564937656293,-435.6678792377319,-6096.3751754245195,-3532.155447216612,-1322.020298899888,-421.13854517262376,-1261.170783213685,-4322.321262328474,-2629.4498800784686,-2730.3366259714544,-819.1399925198543,-5226.481860503546,-4136.730728377246,-5929.089464369416,-1525.245951379853,-2562.0853273736266,-393.3351457523917,-6008.304986246577,-3379.0205330409512,-1499.252166479961
257,-1556.8620710510772,-362.47877862681844,-5572.990090195559,-355.9734306820042,-4090.5422809228357,-2981.1890669354634,-6579.810714785556,-125.53662196641461,-2981.2115205781383,-385.08004782674925,-247.6640816432532,-1793.0876623645408,-5292.652292054981,-159.80531839244657,-7236.685283751274,-554.2043841936623,-488.96957580368166,-6283.35540225948,-4126.496919658329,-1564.490333753342,-484.6435498177424,-1528.0102122580483,-4534.132748085986,-3095.4125965994435,-3154.7811403933515,-919.0027634628234,-5449.679588344825,-4577.800155013871,-5939.576761960715,-1853.3352319884991,-3086.37795410969,-436.8467005523372,-6068.020876460986,-3752.1323527548916,-1784.516517258202
258,-1921.8267783227238,-452.7870504888686,-6728.867420688292,-385.47622742554097,-4478.972441469332,-3718.1129495491896,-7466.139989210439,-149.63972290347806,-3644.110141123265,-460.0953356933469,-313.41611437706194,-1952.660420108429,-5750.080165116881,-152.85770846038295,-8398.017088184468,-666.6312030979865,-600.5169242926411,-6653.245174115204,-4985.7058774967645,-1934.973083572868,-604.7724582750307,-1962.8081489982126,-4957.511041998164,-3815.756017331293,-3939.725429355414,-1098.741414273853,-5879.1944283693765,-5382.127375433026,-6044.010877206261,-2384.84515503629,-3988.965428431723,-525.7353168817397,-6245.686790074818,-4416.052157256095,-2237.2026839891514
259,-3388.025862040839,-994.2860602072461,-12994.066494891991,-628.2122610476217,-8378.181512627954,-6643.284752715201,-11615.766321192896,-341.8080685961357,-6338.7175116065455,-911.5267655299194,-643.9059206683166,-5186.811987731213,-9526.544054720447,-186.71515534072086,-13592.49357951028,-1191.36578898366,-1221.7501458709414,-10259.459880493847,-7945.638576563169,-3252.8950209427876,-1403.1213511653323,-3912.126989708391,-8478.343601744718,-6456.146392774255,-9382.78051064205,-2080.6611586729678,-9653.37928652357,-10671.970240398323,-7930.713770557425,-4439.244549280919,-8743.609922185926,-1198.1149069625792,-8698.436602140822,-9175.716882168708,-4150.0079227532315
260,-15102.651940748809,-18628.696446514765,-10412.738220257454,-18457.989846468816,-12163.52818142169,-12965.857384467196,-10709.007830304334,-18366.664882488145,-12764.366746155936,-17962.76030260595,-18325.441651336765,-14414.405968719206,-13400.734911845917,-18781.66154917807,-8430.352434766586,-17371.810546214387,-18295.744988840277,-14573.010073873073,-11080.458467961582,-15901.160012313103,-17961.882884357947,-11201.964620298146,-13240.52340818352,-7228.313094360505,-10771.683061275824,-13336.161547504122,-13578.147812328827,-10871.511488176506,-16012.737396794311,-13510.053728591738,-11935.592242286199,-18065.917077674876,-15347.259931070288,-11323.546956413553,-15186.720426530697
261,-12049.496501628293,-15170.885916763451,-8901.743866483594,-15615.815028053374,-10191.724746206572,-10766.353395400369,-9082.028298981684,-14927.188802064764,-10252.963360182206,-15179.850092450322,-14994.254333015087,-12657.046337884001,-11627.07961422676,-15934.336219606426,-7088.89327103122,-14101.838520524227,-15700.843394104959,-12796.174057800945,-8996.656078767313,-12784.254993643784,-15177.803460664414,-9205.03363932258,-11744.205381310454,-6197.063127339501,-9222.311501757315,-11848.918306296073,-11758.307151977433,-9260.296020238902,-14098.621558353505,-11072.086237391577,-9788.370733046073,-15129.39495921432,-13333.368224618822,-9567.762565804056,-12684.105342179135
